@relation 'StackOverflow: -C -15'
@attribute title string
@attribute java {0,1}
@attribute android {0,1}
@attribute javascript {0,1}
@attribute multithreading {0,1}
@attribute mysql {0,1}
@attribute swing {0,1}
@attribute excepton {0,1}
@attribute eclipse {0,1}
@attribute python {0,1}
@attribute django {0,1}
@attribute dictionary {0,1}
@attribute matplotlib {0,1}
@attribute numpy {0,1}
@attribute scala {0,1}
@attribute functional-programming {0,1}
@data

'Find values separated by - in Javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,1,0

'Dynamic iframe height depending on hide/show',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Extract tar file',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Integer to int using jaxb',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java Core MVC Framework',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why isnt my google maps API reverse geocoder showing results',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'HTML/JS events when fields change',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Can java.util.logging be configured to use compressed log files',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'Server calls happening twice',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How do I select string after a specific symbol in javascript/Jquery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Inner function doesnt see the parameters of the outer function (JavaScript)',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Send parameters to sqlite function on Phonegap',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Remove menu bar and J2ME native commands from the screen',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Calling function in custom function from outside',1,0,1,0,1,0,0,0,1,0,0,0,0,0,0

'How to solve a problem with base tag',1,0,1,0,1,0,0,0,1,0,0,0,0,0,0

'Using JAR parameters in JNLP file',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'javascript error',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Slow loading problem when using new generation Java Applet with Webstart technology',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Use reflection to create a generic parameterized class in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'java soap asmx basic authentication',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java: JSONObject inheritance',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What browsers support timezone conversion automagic',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How to get a unique computer identifier in Java (like disk id or motherboard id)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Is the proper equivelent to DBUnit in Grails Bootstrap.groovy',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What is a serialVersionUID and why should I use it',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'How to redirect java.util.logging to a file',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'Recursion - digits in reverse order',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Jersey Client HTTPS performance issue',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'How to disable form button click function for X seconds',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'JPA/Hibernate inheritance with multiple levels and tables.',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Log into different files with the same logger with Log4j',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Streams via Socket',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Read csv file from internet',1,0,0,0,0,0,0,0,0,0,0,0,0,1,0

'Make a state change in one jcombobox enable a different jcombobox',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to sort and filter a WinJS custom data source which implements IListDataAdapter',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'(Java) Check array for increasing elements',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jQuery Select and wrap textNode',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Hash shows as populated in console but size is 0',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Should I use IE9s IE8 document mode to debug IE8 support',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Load XML formatted files with different extension than .xml using XMLHttpRequest object',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Math.sqrt() returns infinity',1,0,1,0,0,0,0,1,1,1,0,0,0,0,0

'!flag has two meanings in java',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'Is it possible to stop an object from being created during construction',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'How does Direct Web Remoting (DWR) work',1,0,0,0,1,0,0,0,0,0,0,0,0,1,0

'Indexing a document',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java Server Side App How to',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'BinaryRecursion Error message: StackOverflowError',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'(Closed) Uncaught TypeError: Cannot call method download of undefined',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'How to get type of file on Mac OS X',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Changing Jbuttons Icon Through mouse listener',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript fadein fadeout not working',1,0,1,0,1,0,0,0,1,0,0,0,0,0,0

'how to make each link starting with http:// or https:// in new line in textarea',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why wont IE recognize javascript code returned in AJAX call',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Which is better Performing calculations in sql or in your application',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'JavaScript invalid date',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Java smart card access using middleware',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why is my matcher failing',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JSON to Objects in java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to create a dropdownlist from an XML file',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'FB.Event.subscribe(auth.login doesnt get fired if appId is not provided',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Converting UTC date to mm/dd/yyyy',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Tokenizing strings using regular expression in Javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery serialize() not working on using two div inside one form',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Is it possible to generate a XSD from a JAXB-annotated class',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Determening the preferred language for the user',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Better way to find Class in event.target parentnodes using jquery and javascript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Taking thread dumps in production',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Disable download for a single dependency',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to make the comments appear in the popup in Rails 3',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to show text randomly chosen from list when button is pressed',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'inner html should displace by the grid',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Teacher insists to use if statement instead of while statement while with while statement my code works',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to access the id of textarea in javascript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Asset.images slow How do I execute functions so they dont freeze the browser',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Simulating Variable Frequency Drives',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to disable rich calendar using JQuery or javascript (client side)',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How can I write to SSH file descriptors',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Processing: Array index out of bounds',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How do I change java logging console output from std err to std out',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java: Javolution: How to use UTF8StreamReader properly Error occurs Caused by: java.lang.ArrayIndexOutOfBoundsException: 2048',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'AJAX and browser GET calls appear to have different cookies',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Android: File download of 100+ KB becomes 1 KB',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jquery ui layout height is too short',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Chunk generation algorithm/code',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to use jQuery UI Calendar/Date PIcker for week rather than day',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Grabbing a url variable from a string',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How can I monitor all custom events emitted in the browser',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Regex for Mobile Number with or without Country Code',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'From JPEG data to a complete JPEG file',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'History API doesnt work (Back/Forward)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'use JList to display TreeMap Objects',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Maximizing a JFrame on action',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why doesnt this Applet show a thing',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Android broadcast receivers and passing intents',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java find whether the string characters are in given range',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'JavaScript on jQuery created code never gets called',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'Case expressions must be constant expressions for static final int',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'Set title by dynamically loaded AJAX',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'whats the easiest idea to print only certain portion of document',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why java character print number',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Beagleboard/Angstrom freezing serial port application',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'ZXing on Android PDF417',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'HTTP redirection',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'use GetGlobalResourceObject function in external javascript file',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Temporary storage for fast access',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Unable to use window.setTimeout in Ajax Truclient',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Need to get location of draggable div',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'JiBX without ANT',1,0,0,0,0,0,0,0,0,0,0,0,0,1,0

'What type of file should i store huffman results',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'BitmapFactory.decode returns null while trying to download imgs and load in grid',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Microsoft Azure: how get md5-hash of a blob in Java',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'ExternalInterface callback not working',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Android Service unable to do HTTP connections until an Activity does HTTP connections',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Git Diff command in Java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Menu position messed up in DNN 6',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Tag library versus scriptlets in JSP',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Find the field type using Jackson JSON',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Is (!~index) faster than (index === -1)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Variable creation in Java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Adding timeout to a dropdown menu not working',1,1,1,0,1,0,0,0,1,0,0,0,0,0,0

'struts2-core shared dependency between ejb modules',1,1,0,0,0,0,0,1,0,1,0,0,0,0,0

'Help constructing a class with ArrayList as a parameter',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Are there any Java API to parse SQL string',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Offline application inside web browser storing data and uploading after',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java volatile variable multi threading',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why cant we use assertion for public methods',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How specific should my classes in a game be (Or anywhere else for that matter)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Accepting Sharing Location browser popups through Selenium WebDriver',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'sendTextMessage() raising NullPointerException when invalid phone number given',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Listener onMessage JAVA',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Extends an object with a second prototype',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Not able to view the Stack Trace console in eclipse Version: 3.2.1 .',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'java skew heap merging',1,1,0,0,0,0,0,0,0,1,0,0,0,0,0

'Client or server-side HTML5 canvas rendering for a node.js whiteboard application',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'jFrame about combo box',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Parse query string in JavaScript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Using Hibernate with Dynamic Eclipse Plug-ins',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'EL over Scriptlets',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to synchronize jsonrpc call',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'JSF multiple @ViewScoped and @ManagedBeans on same page results in null injection',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Preload Images',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Is it a good practice to change arguments in Java',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'how to convert string into time format and add two hours',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Opening a file in local file system in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to show all videos in one page or other way to get video links in listbox',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Glassfish says ClassNotFoundException: com.sun.enterprise.webservice.WsTxUtils',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What is the best way to determine a circles (or Oval shape) position and radius so that can best fit all the points i give',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'The code works with notifyAll but doesnt with notify',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Generics and Collections',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'How to load external shader in javascript',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'JQuery val() throws runtime error when setting form value',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to Select Multiple days in JQuery fullcalender Week Mode',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Java thread wait and notify',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'javac annotation processor : processing dependency classes',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'tiny exe to launch a java application',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Adding # before a div id without creating an HTMLDivElement',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'generating Stubs with wsimport from WSDL over https',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Does a JavaScript setTimeout function stop when page reloaded',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Spring @Async or EJB @Asynchronous for asynchronous service invocation ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery animate not reanimating after div closed once',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Getting correct this in jQuery button callback',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What does comment.charAt(i % comment.length()) do',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Serialization of a class which doesnt implement Serializable',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'how to add a button which looks like apple os button',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How do I write a deep XML document using JAXB',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Freemarker - template preprocessing',1,0,0,0,0,1,0,0,1,0,0,0,0,0,0

'Issue with $(this) and toggle() multiple classes',1,1,1,0,0,0,0,0,0,0,0,0,0,1,0

'Node.js: Make sure a piece of code is executed after another',1,0,1,0,1,0,0,0,1,0,0,0,0,0,0

'Google java spreadsheet API update cell using the cell url',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jQuery - char counter doesnt work with paste event',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'jQuery .load (or $.ajax) to get and set page title',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'javascript form submitting to wrong target second time',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to get xml file thru localization under i18n in java..',1,1,0,0,0,0,0,1,1,1,0,0,0,0,0

'Do plexus annotations work in a maven plugin',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Content slide show',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'A Swing component to display separate selectable strings on different lines',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to cancel a running AXIS 1.4 SOAP request',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'deploying a java web project from local mac computer to linux server',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to remove delay in image loading in html',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'GAE: Slow delayed requests',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Preventing checkboxes from moving in a JTable',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Android program crashing when EditText has nothing in it',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Cannot find Decimal Format class in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'android admob resize on landscape',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java Scope: Returning an object instantiated inside a method - Is it dangerous',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'What is the meaning of child.connectTimeoutMillis in Nettys configuration',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to access programmatically to a style sheet in webkit engine (Chrome/Safari)',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'sharepoint media webpart cannot play when using ip address to access the server',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Selenium 2 WebDriver not able to find link',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'return !1 in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to upload 4GB file to alfresco',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'search in part of array list - java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Popup Window Setting Focus',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Uncaught TypeError: Object [object Object] has no method handsontable',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Get IP address with URL string (Java)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to create a custom datatype in java',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0

'How do I make commands in a java game',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Reading single character from console in java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'HOw to play sound from swf library in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Where can I find a syntax highlighting library for Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to interface skype with a browser',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Recursively replaced element with editor (and back) breaks event listeners',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'add second onclick to Listview',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'HTML/JS: img.onerror',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Mouse event e (Jpanel) Java help',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how do i replace any string with a $  in java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Last line of for loop executed twice',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Do any web browsers garbage collect removed dom elements (as opposed to Javascript objects)',1,0,1,0,0,0,0,0,0,1,0,0,0,0,0

'failed to run launch java.exe error in ant phonegap',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Increase Div Width with Javascript setTimeout()',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'javascript : extract http urls from a string of multiple urls',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Event when two SVG elements touch',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript :: Trouble with clearing other text boxes when value is backspaced',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What is the preferred pattern for this case in JavaScript',1,1,1,0,0,0,0,0,0,1,0,0,0,0,0

'toggle the title of a button',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Turning Sonar off for certain code',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Swings KeyListener and multiple keys pressed at the same time',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Determining whether a feed is Atom or RSS',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Retrieve Youtube most viewed most rated video details using - Google API Client Library for Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Changing innerHTML on <img> not changing image',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Tool to look for incompatabilities in method signatures / fields',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Reading all the files in a folder recursively Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Image Browser in blackberry',1,1,0,0,0,0,0,1,0,1,0,0,0,0,0

'Exception in thread AWT-EventQueue-0 java.lang.NullPointerException when trying to execute Javascript',1,1,0,0,0,0,0,0,0,0,0,0,0,1,0

'Design for a Debate club assignment application',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'JTextPane with HTML Why do certain inline style attributes get selectively removed',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Save parsed links to a string or to an array java',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to consolidate these functions into a generic',1,1,0,0,1,0,0,0,0,1,0,0,0,0,0

'Writing Conditional Code for Internet Explorer WITHIN a Javascript file',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Why is exception.getCause() == exception',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Enyo custom properties',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to suppress the proprietary API warning for sun.reflect.Reflection',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Fastest method to define whether a number is a triangular number',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'This is a conditional statement with 2 conditions I need to add a 3rd',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'Is there a way to get number of elements from object',1,0,1,0,0,0,0,0,1,1,0,0,0,1,0

'JavaScript Objects as Hashes Is the complexity greater than O(1)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to display a message on the first press of a button',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'when is the Javascript event loop triggered in a HTML page',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'SSL in java - no RSA',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'not generating pdf from http website url',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to make twitter bootstrap submenu to open on the left side',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Is it possible to refresh a form only',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Twitter4j TwitterStream doesnt get all tweets',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How would I sort an ArrayList and add the numbers to a map',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Is this small BackBone app correct Am I using the conventions properly',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'ckeditor getData() doesnt seem to work as it should',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to get the id of the attribute from an elemnt using jquery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Issue with Hibernate Inheritance. Subclass using wrong sequence',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'java ORM for a read only DB',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to open a Popup window so that its height is from the top of the screen to the buttom',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Extract value from an URL',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Firebug command editor disabled',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'checking if windows update or any installer instace is running before starting my installer( java)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Symmetric difference of two Java arrays',1,0,0,0,0,0,0,1,1,0,0,0,0,0,0

'Windows CTRL+ALT+DEL kills Java thread',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Alternative to String.equals for multiple compares (without enum)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Get elements with an id in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'avoid race condition when using HornetQ in Jboss',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Removing Focus from Java FX pane',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'regex capture groups returning as null after an OR operator',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Maven is creating a war using the wrong classes directory or it is putting the compiled classes in the wrong place',1,1,0,0,0,0,0,1,1,1,0,0,0,0,0

'MOD10 Credit card validation',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'Reading multiple objects from file',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Making a simple calculator: cannot exit loop or give answer',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Carrying scope of this into inner functions',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Android - Control of applications the user wants to install',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'IMG SRC and Javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,1,0

'Wrap bb code around selected text in a textarea',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'Make website run javascript bookmarklet on page load',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Bearing in mind accessibility is it kosher to dynamically group LIs into DIVs',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'JAR file creeping up the size of users folder',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Regular expression including spaces and newlines',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Google Chrome extension - how to turn JavaScript on/off',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How can I check for live updates without using setInterval/timeout',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'How do I implement graceful termination in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can I get the index of non-sibling elements in jquery',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Convert an email into its raw format using java',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'Preventing Users to view my JavaScript source file',1,1,1,1,1,0,0,0,1,1,0,0,0,0,0

'Compile GWT via Ant',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

